incident_number,incident_types,reported_date,nearest_populated_centre,province,company,status,latitude,longitude,approx_vol_released,substance,release_type,significant,year,occurrence_date_and_time,discovered_date_and_time,detailed_what_happened,what_happened_category,detailed_why_it_happened,why_it_happened_category,duration_of_interruption_of_pipeline_operations,pipeline_or_facility_type,activity_being_performed_at_time_of_incident,how_the_incident_was_discovered,closed_date,pipeline_or_facility_equipment_involved,rupture,incident_type,released_substance_type,released_volume_m3,pipe_body_release,residual_effects_on_the_environment,source_of_explosion,source_of_fire,activity_at_time_of_fatality,number_of_fatalities,type_of_injury,number_of_individuals_injured,workdays_lost,work_restricted_by_injury,conditions_that_resulted_in_the_operation_beyond_limits,conditions_that_resulted_in_adverse_effects_on_the_environment,number_of_people_evacuated,regulation,pipeline_name,pipeline_outside_diameter_nps,pipeline_length_km,substance_carried,facility_name,facility_type,facility_latitude,facility_longitude,country,affects_company_property,off_company_property,affects_pipeline_right_of_way,affects_off_pipeline_right_of_way,land_use,population_density,kilometre_post,emergency_level,investigation_type,was_neb_staff_deployed,related_neb_event_number,equipment_or_component_involved,design_standard,nominal_pipe_size,material,material_grade,schedule,design_wall_thickness_mm,custom_design_wall_thickness_mm,actual_wall_thickness_mm,licensed_maximum_operating_pressure_k_pa,restricted_operating_pressure_k_pa,actual_operating_pressure_at_time_of_failure_k_pa,designed_depth_of_cover_m,actual_depth_of_cover_m,year_of_manufacture,year_of_installation,year_when_put_into_service,most_recent_cathodic_protection_reading_at_incident_site_m_v_vs_cu_cu_so4,weld_type,seam_type,seam_joining_method,seam_clock_position,coating_location,coating_type,coating_condition,application_method,year_when_the_coating_was_applied,insulation_installed,repair_type,repair_date,equipment_or_component_has_never_been_inspected,most_recent_inspection_date_for_the_failed_equipment_or_component,type_of_most_recent_inspection,most_recent_inspection_part_of_the_routine_inspection_program,no_maintenance_done_on_this_equipment_or_component,date_of_the_most_recent_maintenance_work_for_the_failed_equipment_or_component,most_recent_maintenance_type,most_recent_maintenance_work_part_of_the_routine_maintenance_program,reported_year,reported_month,reported_day
INC2019-022,Fire,2019-02-07,Burstall,Alberta,NOVA Gas Transmission Ltd.,Closed,50.66117043,-110.0250712,0,Not Applicable,Not Applicable,No,2019,2/6/2019 4:25,2/6/2019 4:25,"Substandard Conditions, Fire and explosion hazards",External Interference,"Job or system factors, Inadequate leadership and/or supervision, Inadequate identification and evaluation of loss exposures;Job or system factors, Inadequate maintenance, Inadequate preventive, Cleaning or resurfacing","Inadequate Supervision, Maintenance",No pipeline interruption,Transmission,Abandonment,Employee / Contractor (Onsite),5/9/2019,Yes,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,MCNEILL CROSSOVER - NPS 36,914,2.70250075,Natural Gas,MCNEIL INTERCHANGE (CO-LOCATED WITH EMPRESS EAST BORDER),NA,50.66117043,-110.0250712,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units per km,N/A,Not Emergency,Inactive Investigation Level in Error,No,NA,"Pipeline, Pipe, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,2,7
INC2019-021,Serious Injury (NEB or TSB),2019-02-07,Fort St. John,British Columbia,NOVA Gas Transmission Ltd.,Closed,54.79,-122.13,0,Not Applicable,Not Applicable,Yes,2019,2/6/2019 2:20,2/6/2019 2:30,"Substandard Acts, Improper placement;Substandard Acts, Improper position for task;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to communicate or coordinate",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness;Personal factors, Improper motivation, Improper attempt to avoid discomfort;Job or system factors, Inadequate communications, Inadequate communication between work groups","Failure in communication, Human Factors",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/25/2019,No,No,Serious Injury (NEB or TSB),NA,NA,NA,No,NA,NA,NA,NA,Fracture,1,0,Yes,NA,NA,1,OPR,NORTH MONTNEY MAINLINE,1067,287.6755648,Natural Gas Sweet,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,KP 90 + 350,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,2,7
INC2019-020,Fire,2019-02-06,Chetwynd,British Columbia,NOVA Gas Transmission Ltd.,Closed,54.04048,-121.180202,0,Not Applicable,Not Applicable,No,2019,NA,2/6/2019 4:40,"Damage or deterioration mechanism, External Interference, Unknown;Damage or deterioration mechanism, Other Causes, Unknown","External Interference, Other Causes","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/17/2019,No,No,Fire,NA,NA,NA,No,NA,Under Investigation or Unknown,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NORTH MONTNEY MAINLINE,1067,287.6755648,Natural Gas Sweet,NA,NA,NA,NA,Canada,No,Yes,No,No,Forests,10 or fewer dwelling units per km,N/A,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,2,6
INC2019-019,Serious Injury (NEB or TSB),2019-02-05,Wonowon,British Columbia,NOVA Gas Transmission Ltd.,Closed,54.78775,-122.1297222,0,Not Applicable,Not Applicable,Yes,2019,2/4/2019 12:50,2/4/2019 12:55,"Substandard Acts, Under influence of alcohol and/or other drugs;Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Inadequate guards or barriers","External Interference, Incorrect Operation","Personal factors, Physical or physiological stress, Drugs;Job or system factors, Inadequate communications, Inadequate communication between work groups ;Job or system factors, Inadequate maintenance, Inadequate preventive, Cleaning or resurfacing","Failure in communication, Human Factors, Maintenance",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),5/13/2019,No,No,Serious Injury (NEB or TSB),NA,NA,NA,No,NA,NA,NA,NA,Fracture,1,0,No,NA,NA,1,OPR,NORTH MONTNEY MAINLINE,1067,287.6755648,Natural Gas Sweet,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,153+969,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,2,5
INC2019-018,Fire,2019-02-04,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.48310727,-118.0999325,0,Not Applicable,Not Applicable,No,2019,2/3/2019 11:55,2/3/2019 11:55,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards","External Interference, Incorrect Operation","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;External Interference, Natural or Environmental Forces","Maintenance, Natural or Environmental Forces",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/4/2019,No,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,GRANDE PRAIRIE MAINLINE,"273.10000000, 406.40000000, 508.00000000, 610.00000000, 914.00000000",339.6264095,Natural Gas,LATORNELL,NA,54.48310727,-118.0999325,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,N/A,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,2,4
INC2019-016,Operation Beyond Design Limits,2019-02-01,Carvel Corner,Alberta,Trans Mountain Pipeline ULC,Closed,53.560638,-114.251335,0,Not Applicable,Not Applicable,No,2019,NA,1/31/2019 3:57,"Damage or deterioration mechanism, Geotechnical Failure, Scouring",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Maintenance,Inspection Site Visit,5/24/2019,No,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,Mainline,610,1596.893888,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",NA,Meter,NA,NA,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units per km,65.83,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,2,1
INC2019-014,Fire,2019-01-29,Edson,Alberta,Trans Mountain Pipeline ULC,Closed,53.607907,-115.579668,0,Not Applicable,Not Applicable,No,2019,1/28/2019 11:45,1/28/2019 11:45,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Human Factors, Maintenance",No pipeline interruption,Distribution,Maintenance,NA,3/25/2019,No,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Mainline,610,1596.893888,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",NA,NA,NA,NA,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units per km,KMP 155,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,29
INC2019-013,Release of Substance,2019-01-27,Thorhild,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.09446953,-113.2313181,0.01,Natural Gas - Sweet,Gas,No,2019,1/26/2019 12:30,1/26/2019 12:30,NA,To be determined,NA,To be determined,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),NA,Yes,No,Release of Substance,Natural Gas - Sweet,0.01,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,THORHILD LATERAL - NPS 6,168.3,8.4670257,Natural Gas,NA,NA,NA,NA,Canada,No,Yes,Yes,No,Agricultural Cropland,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,27
INC2019-008,Release of Substance,2019-01-16,Cleardale,Alberta,NOVA Gas Transmission Ltd.,Closed,56.37079958,-119.9226624,2866,Natural Gas - Sweet,Gas,No,2019,NA,1/15/2019 2:15,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use",Maintenance,No pipeline interruption,Transmission,Operation,Other Control System,4/26/2019,Yes,No,Release of Substance,Natural Gas - Sweet,2866,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NORTHWEST M/L (BOUNDARY LAKE SECTION) - NPS 36,914,112.4552231,Natural Gas,ALCES RIVER,NA,56.37079958,-119.9226624,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,INC2018-145,"Station/Facility, Compression, Fitting, Nipple, Body",NA,NPS 1/2,Carbon Steel,NA,80,NA,NA,NA,8274,NA,5303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,1/15/2019,Visual,Yes,Yes,NA,NA,No,2019,1,16
INC2019-007,Fire,2019-01-15,Valleyview,Alberta,NOVA Gas Transmission Ltd.,Closed,55.035897,-117.363566,0,Not Applicable,Not Applicable,No,2019,1/14/2019 12:45,1/14/2019 12:45,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Inadequate guards or barriers","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate engineering, Inadequate or improper controls","Engineering and Planning, Human Factors, Inadequate Supervision",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/10/2019,No,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,PEACE RIVER M/L (ZAMA LAKE TO VALLEYVIEW) - NPS 20,508,473.8243833,Natural Gas,NA,NA,NA,NA,Canada,No,No,No,Yes,Forests,10 or fewer dwelling units per km,10.2,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,15
INC2019-006,Serious Injury (NEB or TSB),2019-01-11,Virden Manitoba,Manitoba,Enbridge Pipelines Inc.,Closed,49.73378561,-100.9533212,0,Not Applicable,Not Applicable,Yes,2019,1/11/2019 12:57,1/11/2019 12:57,"Substandard Acts, Failure to identify hazard or risk",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness",Human Factors,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/1/2019,No,No,Serious Injury (NEB or TSB),NA,NA,NA,No,NA,NA,NA,NA,Fracture,1,1,Yes,NA,NA,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,NA,NA,NA,NA,Canada,No,No,No,No,Agricultural Cropland,10 or fewer dwelling units per km,807+640,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,11
INC2019-005,Fire,2019-01-10,Fort St John,British Columbia,NOVA Gas Transmission Ltd.,Closed,56.510406,-121.869944,0,Not Applicable,Not Applicable,No,2019,1/9/2019 2:20,1/9/2019 2:20,"Substandard Acts, Failure to identify hazard or risk",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness",Human Factors,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),3/25/2019,No,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NORTH MONTNEY MAINLINE,1067,287.6755648,Natural Gas Sweet,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,10
INC2019-004,Fire,2019-01-10,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.401614,-118.020456,0,Not Applicable,Not Applicable,No,2019,1/9/2019 2:45,1/9/2019 2:45,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Substandard Acts, Using equipment improperly;Substandard Acts, Failure to identify hazard or risk","Equipment Failure, Incorrect Operation","Personal factors, Lack of knowledge, Lack of experience;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Human Factors, Standards and Procedures",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/5/2019,No,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,SMOKY RIVER LATERAL LOOP,610,28.09140565,Natural Gas Sweet,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,N/A,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,10
INC2019-003,Operation Beyond Design Limits,2019-01-10,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.54464713,-113.3538773,0,Not Applicable,Not Applicable,No,2019,1/9/2019 4:27,1/9/2019 6:00,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks","Human Factors, Tools and Equipment",Short-term interruption,Transmission,Maintenance,SCADA,4/15/2019,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Overpressure - Maximum Operating Pressure,NA,0,OPR,Line 13,508,1240.94139,NGL-LVP (Condensate),EDMONTON,NA,53.54464713,-113.3538773,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,"Station/Facility, Compression, Pipe, Bend, Body;Station/Facility, Compression, Pipe, Bend, Girth weld;Station/Facility, Compression, Pipe, Bend, Seam weld;Station/Facility, Compression, Pipe, Girth weld;Station/Facility, Compression, Pipe, Seam weld;Station/Facility, Compression, Pipe, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,10
INC2019-001,Release of Substance,2019-01-03,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,735.8,Natural Gas - Sweet,Gas,No,2019,1/1/2019 8:00,1/1/2019 8:00,"Damage or deterioration mechanism, Structural Degradation, Corrosion Fatigue;Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Performance of Cathodic Protection System, Issues with the Impressed Current","Corrosion and Cracking, Defect and Deterioration","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),6/3/2019,Yes,No,Release of Substance,Natural Gas - Sweet,735.8,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,MCMAHON GAS PLANT (MCMAHON),NA,56.14630285,-120.6691693,Canada,Yes,No,No,No,Developed Land - Industrial,More than 10 but fewer than 46 dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,OM2019-003,"Processing Plant, Flare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2019,1,3
INC2018-187,Release of Substance,2018-12-31,Quesnel,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,52.72947567,-122.4419765,609,Natural Gas - Sweet,Gas,No,2018,12/30/2018 11:00,12/30/2018 11:00,"Substandard Conditions, Weather Related, Frozen components;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate purchasing, Inadequate specifications on requisitions;Job or system factors, Inadequate purchasing, Improper handling of materials",Inadequate Procurement,No pipeline interruption,Transmission,Operation,Other Control System,6/10/2019,Yes,No,Release of Substance,Natural Gas - Sweet,609,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Southern Mainline,NA,NA,NA,AUSTRALIAN (5),NA,52.72947567,-122.4419765,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,"Station/Facility, Compression, Valve, Pressure relief, Other (please explain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2018,12,31
INC2018-186,Fire,2018-12-19,Mc Neil,Alberta,NOVA Gas Transmission Ltd.,Closed,50.684356,-110.082945,0,Not Applicable,Not Applicable,No,2018,8/28/2018 12:00,8/28/2018 12:00,"Substandard Acts, Failure to follow procedure or policy or practice;Substandard Conditions, Fire and explosion hazards","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming",Inadequate Supervision,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),4/10/2019,No,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EASTERN ALBERTA M/L LOOP #3,1219,36.19977727,Natural Gas,NA,NA,NA,NA,Canada,No,Yes,No,No,Vegetative Barren,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2018,12,19
INC2018-184,Adverse Environmental Effects,2018-12-18,Manning,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,57.38967,-118.24355,0,Not Applicable,Not Applicable,Yes,2018,12/5/2018 4:20,12/5/2018 4:20,NA,To be determined,NA,To be determined,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),NA,No,No,Adverse Environmental Effects,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Pollution (Contamination),0,OPR,PEACE RIVER M/L (ZAMA LAKE TO VALLEYVIEW) - NPS 20,508,473.8243833,Natural Gas,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2018,12,18
INC2018-183,Release of Substance,2018-12-13,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.572723,-121.940853,55,Natural Gas - Sour,Gas,Yes,2018,12/13/2018 1:40,12/13/2018 1:40,"Substandard Conditions, Inadequate guards or barriers;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate engineering, Inadequate consideration of human factors or ergonomics",Engineering and Planning,No pipeline interruption,Processing,Operation,Other Control System,4/15/2019,Yes,No,Release of Substance,Natural Gas - Sour,55,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,"Processing Plant, Inlet;Station/Facility, Pigging, Receiving, Valve, Butterfly, Flange, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2018,12,13
INC2018-182,Release of Substance,2018-12-13,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.572745,-121.940852,9500,Natural Gas - Sweet,Gas,Yes,2018,12/12/2018 10:05,12/12/2018 10:05,"Substandard Conditions, Weather Related, High winds;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate engineering, Inadequate or improper controls;Job or system factors, Excessive wear and tear, Improper extension of service life;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),3/12/2019,Yes,No,Release of Substance,Natural Gas - Sweet,9500,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,"Processing Plant, Flare;Station/Facility, Compression, Fitting, Branch connection, Thread;Station/Facility, Pigging, Receiving, Valve, Butterfly, Body;Station/Facility, Pigging, Receiving, Valve, Butterfly, Flange, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2018,12,13
INC2018-177,Release of Substance,2018-12-04,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.573639,-121.9434,4.94,Natural Gas - Sour,Gas,Yes,2018,11/28/2018 6:22,11/28/2018 6:22,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,No pipeline interruption,Processing,Maintenance,Other Control System,2/25/2019,Yes,No,Release of Substance,Natural Gas - Sour,4.94,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,No,No,Forests,10 or fewer dwelling units per km,NA,Not Emergency,Inactive Investigation Level in Error,No,NA,"Processing Plant, Inlet;Station/Facility, Compression, Fitting, Branch connection, Thread;Station/Facility, Pigging, Receiving, Flange, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2018,12,4
